,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
1302,Manhunt,MOVIE,"['thriller', 'action', 'crime']",2017,19.634,5.2
1303,Reality Z,SHOW,"['comedy', 'horror', 'scifi']",2020,19.62,5.6
1304,Godzilla: Planet of the Monsters,MOVIE,"['scifi', 'animation', 'action']",2017,19.619,6
1305,Bonding,SHOW,"['comedy', 'drama']",2019,19.611,7.1
1306,The Danish Girl,MOVIE,"['drama', 'romance', 'european']",2015,19.604,7.1
1307,Equinox,SHOW,['scifi'],2020,19.592,
1308,The Half of It,MOVIE,"['comedy', 'romance', 'drama']",2020,19.524,6.9
1309,Endless Love,MOVIE,"['drama', 'romance']",1981,19.518,4.9
1310,Light the Night,SHOW,"['drama', 'thriller', 'crime']",2021,19.501,7.4
1311,Perdida,MOVIE,"['crime', 'drama', 'thriller']",2018,19.496,5.6
1312,You've Got This,MOVIE,"['comedy', 'romance']",2020,19.492,5.8
1313,"Extremely Wicked, Shockingly Evil and Vile",MOVIE,"['crime', 'drama', 'thriller']",2019,19.448,6.7
1314,Chelsea,SHOW,['comedy'],2016,19.427,6.1
1315,Zoolander,MOVIE,"['comedy', 'european']",2001,19.411,6.5
1316,March Comes in Like a Lion,SHOW,"['drama', 'animation', 'comedy', 'romance']",2016,19.401,8.4
1317,We Couldn't Become Adults,MOVIE,"['drama', 'romance']",2021,19.375,6.5
1318,X-Men,SHOW,['scifi'],2011,19.375,
1319,The Bucket List,MOVIE,"['drama', 'comedy', 'european']",2007,19.365,7.4
1320,Miss Americana,MOVIE,"['documentation', 'music']",2020,19.363,7.4
1321,Outlaw King,MOVIE,"['drama', 'action', 'history', 'war']",2018,19.359,6.9
1322,The Last Kids on Earth,SHOW,"['animation', 'comedy', 'family', 'horror', 'scifi']",2019,19.346,7.3
1323,Record of Grancrest War,SHOW,"['scifi', 'action', 'fantasy', 'war', 'animation']",2018,19.328,7.1
1324,Kid Cosmic,SHOW,"['action', 'comedy', 'family', 'fantasy', 'scifi', 'animation']",2021,19.327,7.9
1325,Expelled from Paradise,MOVIE,"['scifi', 'animation', 'action']",2014,19.324,6.7
1326,Christine,MOVIE,"['horror', 'thriller', 'european']",1983,19.311,6.7
1327,Debt Collectors,MOVIE,"['comedy', 'action']",2020,19.304,5.7
1328,Paskal,MOVIE,"['action', 'drama']",2018,19.295,6.8
1329,My Octopus Teacher,MOVIE,['documentation'],2020,19.276,8.1
1330,Rocco,MOVIE,"['documentation', 'european']",2016,19.275,5.7
1331,I Am Not an Easy Man,MOVIE,"['comedy', 'european']",2018,19.204,6.3
1332,October Faction,SHOW,"['drama', 'fantasy', 'horror', 'scifi']",2020,19.174,6.1
1333,Gerald's Game,MOVIE,"['horror', 'thriller', 'drama']",2017,19.167,6.5
1334,Hell Fest,MOVIE,"['horror', 'thriller']",2018,19.161,5.5
1335,Power Rangers Dino Fury,SHOW,"['comedy', 'drama', 'fantasy', 'scifi', 'thriller', 'action']",2021,19.16,7
1336,Happy Endings,SHOW,"['comedy', 'romance']",2011,19.134,7.8
1337,My Babysitter's a Vampire,SHOW,"['scifi', 'fantasy', 'horror', 'action', 'comedy']",2011,19.118,6.9
1338,The Night Comes for Us,MOVIE,"['thriller', 'action']",2018,19.06,6.9
1339,The Dirt,MOVIE,"['drama', 'music', 'comedy']",2019,19.057,6.9
1340,Angel Beats!,SHOW,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",2010,19.033,7.7
1341,The Haunting in Connecticut 2: Ghosts of Georgia,MOVIE,"['horror', 'thriller', 'drama']",2013,19.018,5.2
1342,Bitter Daisies,SHOW,"['drama', 'thriller']",2018,18.993,7.2
1343,Stranger,SHOW,"['drama', 'thriller', 'crime', 'romance', 'scifi', 'comedy']",2017,18.993,8.5
1344,Open Season 2,MOVIE,['comedy'],2008,18.986,
1345,Fishbowl Wives,SHOW,"['drama', 'romance']",2022,18.976,6.1
1346,The Great Hack,MOVIE,"['documentation', 'history']",2019,18.974,7.1
1347,Unknown Origins,MOVIE,"['thriller', 'comedy', 'action', 'crime', 'drama']",2020,18.962,6.1
1348,GLOW,SHOW,"['drama', 'comedy', 'sport', 'reality']",2017,18.959,8
1349,Rabbids Invasion,SHOW,"['comedy', 'animation', 'family', 'european']",2013,18.955,5.5
1350,Asphalt Burning,MOVIE,"['action', 'comedy', 'european']",2020,18.93,5.1
1351,Bad Genius,MOVIE,"['thriller', 'comedy', 'crime', 'drama']",2017,18.912,7.6
1352,My Little Pony: Equestria Girls,SHOW,"['animation', 'comedy', 'family', 'fantasy']",2017,18.893,6.4
1353,Bankrolled,MOVIE,['comedy'],2021,18.873,4
1354,Last Action Hero,MOVIE,"['comedy', 'action', 'fantasy']",1993,18.865,6.4
1355,The Social Dilemma,MOVIE,"['drama', 'documentation']",2020,18.857,7.6
1356,Transformers: Rescue Bots,SHOW,"['action', 'scifi', 'comedy', 'family', 'animation']",2012,18.838,6.4
1357,The Willoughbys,MOVIE,"['comedy', 'animation', 'drama', 'family', 'fantasy']",2020,18.838,6.3
1358,La Leyenda del Diamante,MOVIE,"['fantasy', 'scifi', 'action', 'horror', 'western', 'family']",2018,18.818,3.4
1359,Inhuman Kiss,MOVIE,"['romance', 'drama', 'horror']",2019,18.773,6.4
1360,Barbie: Life in the Dreamhouse,SHOW,"['animation', 'comedy', 'family']",2012,18.766,7.3
1361,Black,SHOW,"['scifi', 'drama', 'action', 'thriller', 'horror', 'romance', 'crime', 'fantasy']",2017,18.754,8
1362,Shtisel,SHOW,['drama'],2013,18.747,8.6
1363,I'm Thinking of Ending Things,MOVIE,"['thriller', 'fantasy', 'drama']",2020,18.733,6.6
1364,Work It,MOVIE,"['music', 'comedy']",2020,18.729,6.1
1365,Madame Claude,MOVIE,"['drama', 'crime', 'romance']",2021,18.719,5.4
1366,The Best of Enemies,MOVIE,"['drama', 'history']",2019,18.706,7.3
1367,SKY Castle,SHOW,['drama'],2018,18.684,8.6
1368,Degrassi: Next Class,SHOW,"['drama', 'romance']",2016,18.683,6.8
1369,Monster-in-Law,MOVIE,"['romance', 'comedy']",2005,18.681,5.5
1370,The Other Boleyn Girl,MOVIE,"['romance', 'drama', 'history']",2008,18.67,6.7
1371,After Life,SHOW,"['comedy', 'drama']",2019,18.619,8.5
1372,Oldboy,MOVIE,"['thriller', 'action', 'drama']",2013,18.58,5.7
1373,A Cinderella Story: Christmas Wish,MOVIE,['romance'],2019,18.575,5.3
1374,Hard Kill,MOVIE,"['thriller', 'action']",2020,18.56,3.4
1375,Documentary Now!,SHOW,['comedy'],2015,18.553,8.1
1376,I Am Sam,MOVIE,['drama'],2001,18.529,7.6
1377,Alien Warfare,MOVIE,"['thriller', 'action', 'scifi']",2019,18.522,2.6
1378,Safe,SHOW,"['drama', 'thriller', 'crime', 'european']",2018,18.515,7.2
1379,XOXO,MOVIE,"['music', 'drama']",2016,18.472,5.3
1380,Irreplaceable You,MOVIE,"['drama', 'comedy', 'romance']",2018,18.453,6.4
1381,Then Came You,MOVIE,"['comedy', 'drama']",2019,18.449,6.9
1382,She,SHOW,['drama'],2020,18.429,
1383,Swallow,MOVIE,"['thriller', 'history', 'drama']",2021,18.42,3.4
1384,The Book of Henry,MOVIE,"['thriller', 'crime', 'drama']",2017,18.411,6.5
1385,Forgetting Sarah Marshall,MOVIE,"['comedy', 'drama', 'romance']",2008,18.358,7.1
1386,Gattaca,MOVIE,"['thriller', 'drama', 'scifi']",1997,18.355,7.8
1387,Ben & Holly's Little Kingdom,SHOW,"['comedy', 'family', 'fantasy', 'animation', 'european']",2009,18.311,7.5
1388,Premonition,MOVIE,"['thriller', 'drama', 'fantasy']",2007,18.308,5.9
1389,Skylanders Academy,SHOW,"['action', 'animation', 'comedy', 'family', 'fantasy']",2016,18.291,6.7
1390,Challenger: The Final Flight,SHOW,"['documentation', 'history']",2020,18.289,7.8
1391,Dance of the Forty One,MOVIE,"['drama', 'history']",2020,18.282,6.8
1392,Rilakkuma and Kaoru,SHOW,"['comedy', 'drama', 'family', 'animation']",2019,18.274,8.3
1393,Monty Python and the Holy Grail,MOVIE,"['comedy', 'fantasy']",1975,18.216,8.2
1394,I Am Mother,MOVIE,"['scifi', 'thriller', 'horror', 'drama']",2019,18.208,6.7
1395,Maniac,SHOW,"['drama', 'scifi', 'comedy']",2018,18.19,7.7
1396,Phantom Thread,MOVIE,"['romance', 'drama']",2017,18.165,7.4
1397,Fast Color,MOVIE,"['thriller', 'drama', 'scifi']",2019,18.162,6
1398,Next Gen,MOVIE,"['animation', 'action', 'family', 'scifi', 'comedy']",2018,18.147,6.6
1399,Dirty Money,SHOW,"['crime', 'documentation']",2018,18.126,8.1
1400,In a Valley of Violence,MOVIE,"['thriller', 'western', 'drama', 'crime', 'action']",2016,18.124,6
1401,Monster High: Electrified,MOVIE,"['animation', 'fantasy']",2017,18.103,5.5
1402,The Warriors Gate,MOVIE,"['action', 'comedy', 'family', 'fantasy', 'european']",2016,18.103,5.4
1403,I Know What You Did Last Summer,MOVIE,"['horror', 'thriller']",1997,18.102,5.7
1404,The Lighthouse of the Orcas,MOVIE,"['drama', 'romance', 'european']",2016,18.073,6.8
1405,Christmas Inheritance,MOVIE,"['romance', 'comedy', 'drama']",2017,18.065,5.7
1406,Two Sentence Horror Stories,SHOW,"['drama', 'horror', 'thriller']",2017,18.063,5.5
1407,Mr. Right,MOVIE,"['comedy', 'romance', 'action']",2016,18.043,6.3
1408,Dinotrux,SHOW,"['action', 'comedy', 'family', 'animation']",2015,18.042,6.8
1409,Top Boy,SHOW,"['drama', 'thriller', 'crime', 'european']",2011,18.036,8.4
1410,Fatal Affair,MOVIE,['thriller'],2020,18.035,
1411,Requiem,SHOW,"['drama', 'animation', 'fantasy', 'thriller']",2018,18.022,6.4
1412,Isi & Ossi,MOVIE,"['romance', 'comedy']",2020,18.018,6.4
1413,Les Misérables,MOVIE,"['drama', 'romance', 'history', 'war']",2012,18.0,7.5
1414,The Innocents,SHOW,"['drama', 'scifi', 'horror', 'romance', 'thriller']",2018,17.989,6.2
1415,Bobbleheads: The Movie,MOVIE,"['comedy', 'family', 'animation']",2020,17.987,2.4
1416,How High 2,MOVIE,['comedy'],2019,17.937,3
1417,Girlfriends,SHOW,"['comedy', 'drama']",2000,17.929,7.2
1418,Thar,MOVIE,"['thriller', 'western', 'action', 'drama', 'crime']",2022,17.909,
1419,NiNoKuni,MOVIE,"['fantasy', 'animation', 'action', 'family', 'romance']",2019,17.896,6.1
1420,Crime Diaries: Night Out,SHOW,['crime'],2019,17.886,7.3
1421,Mr. Iglesias,SHOW,['comedy'],2019,17.882,7.1
1422,Found,MOVIE,"['documentation', 'drama']",2021,17.877,7.5
1423,Alien Worlds,SHOW,"['documentation', 'animation', 'scifi']",2020,17.867,6.5
1424,#AnneFrank. Parallel Stories,MOVIE,"['drama', 'documentation', 'history']",2019,17.846,6.5
1425,The Midnight Sky,MOVIE,"['drama', 'scifi', 'thriller', 'fantasy']",2020,17.841,5.6
1426,The Club,SHOW,"['comedy', 'drama']",2019,17.831,
1427,An Easy Girl,MOVIE,"['comedy', 'drama', 'european']",2019,17.807,5.6
1428,Mirage,MOVIE,"['thriller', 'drama', 'documentation', 'fantasy', 'music', 'romance', 'european']",2018,17.791,7.4
1429,Nightflyers,SHOW,"['scifi', 'thriller', 'drama', 'horror']",2018,17.781,5.8
1430,The Magic School Bus Rides Again,SHOW,"['animation', 'family', 'fantasy']",2017,17.774,6.2
1431,Sirius the Jaeger,SHOW,"['scifi', 'action', 'history', 'horror', 'animation']",2018,17.757,6.7
1432,I Still Know What You Did Last Summer,MOVIE,"['thriller', 'horror']",1998,17.756,4.7
1433,SPF-18,MOVIE,"['romance', 'drama', 'sport']",2017,17.736,3.2
1434,Holidate,MOVIE,"['romance', 'comedy']",2020,17.732,6.1
1435,Animal World,MOVIE,"['thriller', 'action', 'fantasy', 'scifi', 'comedy', 'drama']",2018,17.731,6.5
1436,Road to Perdition,MOVIE,"['thriller', 'documentation', 'crime', 'drama']",2002,17.73,7.7
1437,#realityhigh,MOVIE,"['comedy', 'drama', 'romance']",2017,17.721,5.2
1438,A Bad Moms Christmas,MOVIE,['comedy'],2017,17.717,5.6
1439,Earth and Blood,MOVIE,['thriller'],2020,17.714,
1440,A Castle for Christmas,MOVIE,"['romance', 'comedy', 'drama', 'family']",2021,17.704,5.5
1441,The American Barbecue Showdown,SHOW,['reality'],2020,17.691,7.1
1442,Roma,MOVIE,"['drama', 'european']",2018,17.67,7.7
1443,My Best Friend Anne Frank,MOVIE,['drama'],2021,17.668,6.2
1444,Timmy Time,SHOW,"['comedy', 'fantasy', 'animation', 'family', 'european']",2009,17.668,6.9
1445,Dope,SHOW,"['war', 'crime', 'documentation', 'thriller', 'comedy', 'drama']",2017,17.665,7.3
1446,John Q,MOVIE,"['drama', 'thriller', 'crime']",2002,17.663,7
1447,Blue Period,SHOW,"['animation', 'drama']",2021,17.658,7.7
1448,In the Tall Grass,MOVIE,"['drama', 'thriller', 'horror', 'scifi']",2019,17.631,5.4
1449,"Girl, Interrupted",MOVIE,"['drama', 'european']",1999,17.613,7.3
1450,Sweet Magnolias,SHOW,"['drama', 'romance']",2020,17.576,7.3
1451,1922,MOVIE,"['horror', 'crime', 'documentation', 'drama', 'thriller']",2017,17.567,6.2
1452,Scaredy Cats,SHOW,"['scifi', 'family', 'fantasy', 'comedy']",2021,17.563,6.2
1453,Secret City,SHOW,"['war', 'thriller']",2016,17.549,7.4
1454,The Quick and the Dead,MOVIE,"['western', 'thriller', 'action', 'romance']",1995,17.543,6.5
1455,Stardust,MOVIE,"['fantasy', 'romance', 'family']",2007,17.538,7.6
1456,The Innocent,SHOW,"['crime', 'drama', 'thriller']",2021,17.533,7.8
1457,The Two Popes,MOVIE,"['drama', 'comedy', 'history']",2019,17.506,7.6
1458,Life of Brian,MOVIE,['comedy'],1979,17.505,8
1459,White Girl,MOVIE,"['drama', 'horror', 'crime']",2016,17.452,5.7
1460,Diablero,SHOW,"['scifi', 'drama', 'fantasy', 'horror', 'thriller', 'family']",2018,17.443,6.8
1461,The Wolf's Call,MOVIE,"['thriller', 'war', 'drama', 'action', 'scifi', 'european']",2019,17.436,6.9
1462,The Titan,MOVIE,"['thriller', 'fantasy', 'scifi', 'drama', 'romance']",2018,17.421,4.8
1463,Argo,MOVIE,"['drama', 'thriller']",2012,17.419,7.7
1464,Prison Playbook,SHOW,"['comedy', 'drama']",2017,17.395,8.5
1465,ARQ,MOVIE,"['scifi', 'thriller', 'action']",2016,17.371,6.3
1466,The Men Who Stare at Goats,MOVIE,"['comedy', 'war']",2009,17.344,6.2
1467,3Below: Tales of Arcadia,SHOW,"['comedy', 'scifi', 'action', 'animation', 'family', 'fantasy']",2018,17.34,7.7
1468,Always a Witch,SHOW,"['scifi', 'drama', 'fantasy']",2019,17.337,6.3
1469,Margin Call,MOVIE,"['thriller', 'drama']",2011,17.311,7.1
1470,Pieces of a Woman,MOVIE,['drama'],2020,17.31,7
1471,The One,SHOW,"['crime', 'drama', 'scifi', 'thriller', 'action']",2021,17.293,6.6
1472,Begin Again,MOVIE,"['comedy', 'music', 'romance', 'drama']",2013,17.267,7.4
1473,Duck Duck Goose,MOVIE,"['comedy', 'family', 'animation']",2018,17.258,5.7
1474,Vampire Academy,MOVIE,"['fantasy', 'horror', 'thriller', 'action', 'comedy', 'drama']",2014,17.252,5.4
1475,Unsolved: The Murders of Tupac and The Notorious B.I.G.,SHOW,['crime'],2018,17.234,7.8
1476,Giri/Haji,SHOW,"['thriller', 'crime', 'drama']",2019,17.212,7.8
1477,Trippin’ with the Kandasamys,MOVIE,"['romance', 'comedy']",2021,17.152,5
1478,Forgotten,MOVIE,"['thriller', 'horror', 'crime', 'scifi']",2017,17.152,7.4
1479,Trailer Park Boys: The Animated Series,SHOW,"['animation', 'comedy']",2019,17.146,7.6
1480,Street Flow,MOVIE,"['drama', 'crime']",2019,17.115,6.4
1481,Marlon,SHOW,['comedy'],2017,17.101,7
1482,Puella Magi Madoka Magica,SHOW,"['scifi', 'thriller', 'animation', 'drama', 'fantasy']",2011,17.086,8.3
1483,Memories of the Alhambra,SHOW,"['action', 'scifi', 'thriller', 'drama', 'romance']",2018,17.068,7.8
1484,When We First Met,MOVIE,"['fantasy', 'comedy', 'romance']",2018,17.067,6.4
1485,Little Women,MOVIE,"['drama', 'family', 'romance']",1994,17.027,7.3
1486,The Girl King,MOVIE,"['drama', 'european', 'history', 'romance']",2015,17.025,5.8
1487,I'm No Longer Here,MOVIE,['drama'],2019,17.023,7.3
1488,Wet Hot American Summer: Ten Years Later,SHOW,['comedy'],2017,17.018,6.9
1489,Down to Earth with Zac Efron,SHOW,"['documentation', 'history', 'reality']",2020,17.015,8
1490,The Last Thing He Wanted,MOVIE,"['drama', 'thriller', 'crime']",2020,17.014,4.3
1491,Road Trip,MOVIE,['comedy'],2000,16.989,6.5
1492,Night on Earth,SHOW,['documentation'],2020,16.988,
1493,Perfume,SHOW,"['crime', 'thriller', 'drama', 'documentation', 'comedy', 'romance']",2018,16.984,7.1
1494,Go! The Unforgettable Party,MOVIE,"['music', 'family']",2019,16.962,5
1495,The InBESTigators,SHOW,"['crime', 'family', 'comedy']",2019,16.955,8.1
1496,Monster,MOVIE,"['crime', 'drama', 'thriller', 'european']",2003,16.951,7.3
1497,Living with Yourself,SHOW,"['drama', 'comedy', 'scifi']",2019,16.946,7.2
1498,Saved by the Bell,SHOW,"['comedy', 'romance', 'family']",1989,16.945,7.1
1499,The Women and the Murderer,MOVIE,"['crime', 'documentation']",2021,16.928,6.4
1500,Metallica: Through the Never,MOVIE,['music'],2013,16.923,7.1
1501,Cut Throat City,MOVIE,"['crime', 'thriller', 'action', 'drama']",2020,16.92,4.8
1502,Wet Hot American Summer: First Day of Camp,SHOW,['comedy'],2015,16.899,7.4
1503,A Very Harold & Kumar Christmas,MOVIE,"['comedy', 'fantasy', 'romance']",2011,16.887,6.2
1504,Asakusa Kid,MOVIE,['drama'],2021,16.881,7.1
1505,Airplane Mode,MOVIE,"['comedy', 'drama', 'romance']",2020,16.875,5.1
1506,The Trial of the Chicago 7,MOVIE,"['drama', 'history', 'thriller']",2020,16.849,7.7
1507,Fate/Extra Last Encore,SHOW,"['action', 'fantasy', 'animation']",2018,16.844,5.4
1508,Little Italy,MOVIE,"['romance', 'comedy']",2018,16.841,5.7
1509,Some Assembly Required,SHOW,"['comedy', 'documentation', 'reality']",2014,16.83,8.5
1510,Larva,SHOW,"['comedy', 'family', 'animation', 'drama', 'horror', 'thriller']",2011,16.828,7.1
1511,Greenleaf,SHOW,['drama'],2016,16.824,7.3
1512,Total Drama Island,SHOW,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",2007,16.775,7.4
1513,The Minions of Midas,SHOW,"['crime', 'drama', 'thriller']",2020,16.744,6.6
1514,Duck Butter,MOVIE,"['drama', 'comedy', 'romance']",2018,16.727,5.3
1515,Home Again,MOVIE,"['drama', 'romance', 'comedy']",2017,16.72,5.8
1516,Body of Lies,MOVIE,"['drama', 'action', 'thriller']",2008,16.693,7.1
1517,Skins,MOVIE,"['comedy', 'drama', 'fantasy', 'european']",2017,16.673,6.1
1518,Pac-Man and the Ghostly Adventures,SHOW,"['action', 'animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",2013,16.672,4.8
1519,Franco Escamilla: bienvenido al mundo,MOVIE,['comedy'],2019,16.661,7
1520,The School Nurse Files,SHOW,"['scifi', 'comedy', 'drama', 'fantasy']",2020,16.646,6.4
1521,The Ottoman Lieutenant,MOVIE,"['drama', 'war']",2017,16.645,6.4
1522,Last Chance U,SHOW,"['documentation', 'sport']",2016,16.641,8.4
1523,Something in the Rain,SHOW,"['drama', 'romance']",2018,16.637,8.2
1524,Shiny_Flakes: The Teenage Drug Lord,MOVIE,"['crime', 'documentation']",2021,16.627,7.3
1525,Free Birds,MOVIE,"['comedy', 'family', 'scifi', 'animation']",2013,16.617,5.8
1526,Lead Me Home,MOVIE,['documentation'],2021,16.605,7.1
1527,Carole & Tuesday,SHOW,"['scifi', 'music', 'animation', 'drama']",2019,16.589,7.8
1528,Happy Gilmore,MOVIE,"['comedy', 'sport']",1996,16.583,7
1529,A River Runs Through It,MOVIE,['drama'],1992,16.558,7.2
1530,Official Secrets,MOVIE,"['thriller', 'crime', 'drama', 'war', 'romance']",2019,16.557,7.3
1531,The Kominsky Method,SHOW,"['drama', 'comedy']",2018,16.555,8.2
1532,Darwin's Game,SHOW,"['scifi', 'action', 'drama', 'animation']",2020,16.528,7.3
1533,Secret Obsession,MOVIE,"['thriller', 'drama']",2019,16.496,4.4
1534,Vampire Knight,SHOW,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",2008,16.465,7.3
1535,The White Tiger,MOVIE,"['drama', 'crime']",2021,16.464,7.1
1536,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,"['scifi', 'action', 'comedy', 'family']",1991,16.459,6
1537,Feel the Beat,MOVIE,"['drama', 'comedy', 'family']",2020,16.453,6.3
1538,Schumacher,MOVIE,"['sport', 'documentation']",2021,16.451,7.4
1539,Deadwind,SHOW,"['drama', 'thriller', 'crime']",2018,16.444,7.3
1540,Identity,MOVIE,['thriller'],2003,16.442,7.3
1541,Clean with Passion for Now,SHOW,"['comedy', 'drama', 'romance']",2018,16.42,7
1542,Hache,SHOW,"['crime', 'drama', 'thriller']",2019,16.4,6.5
1543,Chef's Table,SHOW,['documentation'],2015,16.397,8.5
1544,Je suis Karl,MOVIE,"['drama', 'thriller', 'european', 'romance']",2021,16.368,5.4
1545,Paradise Hills,MOVIE,"['fantasy', 'thriller', 'scifi', 'european']",2019,16.364,5.3
1546,Illang: The Wolf Brigade,MOVIE,"['thriller', 'drama', 'action', 'scifi']",2018,16.359,5.9
1547,My Perfect Romance,MOVIE,['romance'],2018,16.347,4.6
1548,The Woman in the House Across the Street from the Girl in the Window,SHOW,"['crime', 'comedy', 'drama', 'thriller']",2022,16.343,6.3
1549,Loving,MOVIE,"['drama', 'romance']",2016,16.292,7
1550,Skater Girl,MOVIE,"['drama', 'family', 'sport']",2021,16.29,6.6
1551,Carmel: Who Killed Maria Marta?,SHOW,"['crime', 'documentation']",2020,16.289,7
1552,Diamond Lover,SHOW,"['comedy', 'drama']",2015,16.282,6.4
1553,Furioza,MOVIE,"['action', 'crime', 'drama']",2021,16.281,6.2
1554,Blood & Water,SHOW,['drama'],2020,16.27,
1555,Close,MOVIE,"['thriller', 'action', 'drama']",2019,16.264,5.7
1556,Chico Bon Bon and the Very Berry Holiday,MOVIE,"['family', 'animation']",2020,16.249,5.9
1557,The Last Summer,MOVIE,"['comedy', 'romance']",2019,16.247,
1558,Fullmetal Alchemist,MOVIE,"['fantasy', 'scifi', 'action']",2017,16.225,5.2
1559,Point Blank,MOVIE,"['action', 'thriller', 'crime', 'drama']",2017,16.224,5.7
1560,Julie and the Phantoms,SHOW,"['scifi', 'music', 'comedy', 'drama', 'family', 'fantasy', 'documentation']",2020,16.219,8.4
1561,Errementari: The Blacksmith and the Devil,MOVIE,"['drama', 'fantasy', 'horror', 'thriller', 'european']",2018,16.218,6.4
1562,Marcella,SHOW,"['crime', 'drama', 'european']",2016,16.213,7.4
1563,Heartbreak High,SHOW,"['drama', 'romance', 'comedy']",1994,16.211,7.8
1564,Cam,MOVIE,"['horror', 'thriller', 'drama']",2018,16.174,5.9
1565,Stand by Me Doraemon 2,MOVIE,"['animation', 'comedy', 'drama', 'family', 'fantasy', 'scifi']",2020,16.161,7.7
1566,Alpha and Omega,MOVIE,"['animation', 'romance', 'comedy', 'family']",2010,16.15,5.1
1567,Tremors: Shrieker Island,MOVIE,['horror'],2020,16.143,
1568,Burn Out,MOVIE,"['thriller', 'crime', 'action', 'european']",2018,16.116,6.2
1569,Children of the Whales,SHOW,"['scifi', 'animation', 'drama', 'fantasy']",2017,16.105,7.1
1570,Stand by Me,MOVIE,['drama'],1986,16.096,8.1
1571,The Guardian Brothers,MOVIE,"['animation', 'family', 'fantasy', 'comedy']",2016,16.09,5.4
1572,Feo pero Sabroso,MOVIE,['comedy'],2019,16.078,4.3
1573,"I, Frankenstein",MOVIE,"['horror', 'thriller', 'scifi', 'action', 'fantasy']",2014,16.066,5.1
1574,True Grit,MOVIE,"['western', 'drama']",2010,16.059,7.6
1575,Meltdown: Three Mile Island,SHOW,"['documentation', 'history']",2022,16.052,7
1576,Savages,MOVIE,"['thriller', 'action', 'crime', 'drama']",2012,16.038,6.4
1577,Bonus Family,SHOW,"['drama', 'reality', 'family', 'comedy', 'documentation', 'music', 'european']",2017,16.037,2.3
1578,Hate by Dani Rovira,MOVIE,['comedy'],2021,16.035,6.7
1579,"Our Lady of San Juan, Four Centuries of Miracles",MOVIE,"['drama', 'history']",2021,16.012,6.1
1580,The Cook of Castamar,SHOW,['drama'],2021,16.009,7.4
1581,When Harry Met Sally...,MOVIE,"['romance', 'comedy', 'drama']",1989,16.005,7.7
1582,Dogs in Space,SHOW,"['comedy', 'family', 'fantasy', 'scifi', 'animation', 'action']",2021,16.0,7.2
1583,Love Hard,MOVIE,"['comedy', 'romance']",2021,15.982,6.3
1584,My Secret Romance,SHOW,"['comedy', 'romance']",2017,15.98,7.2
1585,Gridlocked,MOVIE,['action'],2016,15.967,5.8
1586,Ouran High School Host Club,SHOW,"['comedy', 'drama', 'animation', 'romance']",2006,15.959,8.2
1587,Pieces of Her,SHOW,"['crime', 'drama', 'thriller']",2022,15.955,6.4
1588,Into the Inferno,MOVIE,['documentation'],2016,15.949,7.2
1589,My Fair Lady,MOVIE,"['drama', 'music', 'romance', 'family']",1964,15.949,7.8
1590,Lilyhammer,SHOW,"['crime', 'comedy', 'drama']",2012,15.935,7.9
1591,Dragon's Dogma,SHOW,"['scifi', 'animation']",2020,15.918,
1592,Kung Fu Panda: Secrets of the Scroll,MOVIE,['comedy'],2012,15.915,
1593,Barbie: Dolphin Magic,MOVIE,['fantasy'],2017,15.903,
1594,"Strip Down, Rise Up",MOVIE,['documentation'],2021,15.881,5.3
1595,The Gentlemen's League,SHOW,['reality'],2019,15.88,
1596,Bordertown,SHOW,"['drama', 'crime', 'european']",2016,15.878,7.6
1597,Annie,MOVIE,"['drama', 'family', 'comedy']",1982,15.857,6.6
1598,The I-Land,SHOW,"['drama', 'scifi', 'reality']",2019,15.848,4.6
1599,The Giver,MOVIE,"['drama', 'scifi', 'romance', 'thriller']",2014,15.835,6.4
1600,Are You The One?,SHOW,['reality'],2014,15.818,6.5
1601,Shrek the Musical,MOVIE,"['fantasy', 'family', 'comedy']",2013,15.817,6.9
1602,Lavender,MOVIE,"['thriller', 'drama']",2016,15.816,5.3
1603,The Cave,MOVIE,"['horror', 'thriller', 'scifi', 'action', 'european']",2005,15.813,5.1
1604,Ip Man 4: The Finale,MOVIE,"['drama', 'history', 'action']",2019,15.801,7
1605,Arthur Christmas,MOVIE,"['drama', 'animation', 'family', 'comedy', 'fantasy']",2011,15.795,7.1
1606,What Happened to Mr Cha?,MOVIE,"['comedy', 'drama']",2021,15.794,4.3
1607,Sweetheart,MOVIE,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",2019,15.792,5.8
1608,World Trade Center,MOVIE,"['thriller', 'history', 'drama']",2006,15.774,6
1609,A Tale Dark & Grimm,SHOW,"['comedy', 'family', 'fantasy', 'animation', 'action']",2021,15.774,7.3
1610,Berserk: The Golden Age Arc I - The Egg of the King,MOVIE,"['fantasy', 'war', 'animation', 'action', 'drama', 'horror']",2012,15.761,7.5
1611,Johnny Test,SHOW,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']",2005,15.75,5.1
