,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
2590,Capitani,SHOW,"['thriller', 'crime', 'drama']",2019,8.731,6.6
2591,The Other Side of the Wind,MOVIE,"['drama', 'european']",2018,8.717,6.7
2592,Lady J,MOVIE,"['romance', 'drama', 'european']",2018,8.717,6.8
2593,Milada,MOVIE,"['drama', 'history', 'european']",2017,8.714,6.3
2594,Rugal,SHOW,"['crime', 'thriller', 'scifi', 'drama', 'action']",2020,8.708,
2595,Desperados,MOVIE,"['comedy', 'romance']",2020,8.691,5.2
2596,The Lovebirds,MOVIE,"['action', 'romance', 'comedy', 'crime', 'thriller']",2021,8.69,6
2597,Your Son,MOVIE,"['thriller', 'drama', 'action', 'crime', 'european']",2018,8.689,6.1
2598,The Puppet Master: Hunting the Ultimate Conman,SHOW,"['crime', 'documentation']",2022,8.688,7
2599,Trailer Park Boys: The Movie,MOVIE,"['comedy', 'crime']",2006,8.687,7.1
2600,The Secret Diary of an Exchange Student,MOVIE,"['romance', 'comedy']",2021,8.685,5.3
2601,Delta Farce,MOVIE,"['action', 'comedy']",2007,8.685,3.6
2602,1983,SHOW,"['drama', 'crime', 'thriller']",2018,8.68,6.8
2603,Killer Inside: The Mind of Aaron Hernandez,SHOW,"['crime', 'documentation', 'sport']",2020,8.676,7.4
2604,No Direction Home: Bob Dylan,MOVIE,"['music', 'documentation']",2005,8.676,
2605,Raman Raghav 2.0,MOVIE,"['thriller', 'crime', 'drama']",2016,8.674,7.4
2606,Masha's Spooky Stories,SHOW,"['animation', 'family']",2014,8.658,6.1
2607,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,MOVIE,"['fantasy', 'action', 'comedy', 'scifi', 'animation']",2018,8.657,5.6
2608,Hyperdrive,SHOW,['reality'],2019,8.653,
2609,The Skin of the Wolf,MOVIE,"['romance', 'thriller', 'action', 'drama', 'european']",2018,8.651,5.8
2610,Blue Jay,MOVIE,"['romance', 'drama']",2016,8.648,7.3
2611,First and Last,SHOW,['documentation'],2018,8.639,6.7
2612,Monster Island,MOVIE,"['comedy', 'fantasy', 'animation', 'family']",2017,8.631,4.7
2613,Glitch Techs,SHOW,['scifi'],2020,8.629,
2614,Our Planet: Behind the Scenes,MOVIE,['documentation'],2019,8.629,8.4
2615,Transformers: War for Cybertron: Kingdom,SHOW,"['action', 'scifi']",2021,8.626,
2616,Team Foxcatcher,MOVIE,"['documentation', 'crime', 'history', 'sport']",2016,8.626,7.3
2617,Seventeen,MOVIE,"['drama', 'european']",2019,8.623,7.2
2618,The Clapper,MOVIE,"['comedy', 'drama']",2018,8.617,5.1
2619,Oats Studios,SHOW,"['scifi', 'horror']",2017,8.612,6.4
2620,The Family,SHOW,"['documentation', 'sport', 'reality']",2019,8.605,6.4
2621,Pine Gap,SHOW,"['drama', 'thriller']",2018,8.594,7.2
2622,Knock Down the House,MOVIE,['documentation'],2019,8.591,7.1
2623,The Motive,MOVIE,"['drama', 'thriller', 'comedy', 'crime', 'european']",2017,8.575,6.5
2624,Tangerine,MOVIE,"['comedy', 'drama', 'crime']",2015,8.572,7.1
2625,The Sons of Sam: A Descent Into Darkness,SHOW,"['documentation', 'crime', 'history']",2021,8.566,7
2626,Oktoberfest: Beer & Blood,SHOW,"['drama', 'history', 'thriller']",2020,8.562,6.8
2627,Take Me,MOVIE,"['comedy', 'crime', 'thriller']",2017,8.559,6.1
2628,Pinky Malinky,SHOW,"['comedy', 'family', 'animation']",2019,8.557,5.8
2629,Memories of a Murderer: The Nilsen Tapes,MOVIE,"['documentation', 'crime']",2021,8.538,6.3
2630,The Toys That Made Us,SHOW,"['documentation', 'comedy', 'history']",2017,8.534,8
2631,Medal of Honor,SHOW,"['documentation', 'war']",2018,8.526,8.2
2632,Knight Rider 2000,MOVIE,"['action', 'scifi']",1991,8.52,4.5
2633,Patrick,MOVIE,"['comedy', 'drama', 'family', 'romance']",2018,8.508,6.2
2634,Trash Truck,SHOW,[],2020,8.503,
2635,Shepherds and Butchers,MOVIE,"['drama', 'crime']",2017,8.502,6.8
2636,Long Shot,MOVIE,"['documentation', 'crime', 'sport']",2017,8.496,7.4
2637,Kabhi Khushi Kabhie Gham,MOVIE,"['drama', 'romance']",2001,8.47,7.4
2638,37 Seconds,MOVIE,['drama'],2019,8.463,7.4
2639,Andhadhun,MOVIE,"['thriller', 'music', 'drama', 'comedy', 'crime']",2018,8.457,8.2
2640,And Breathe Normally,MOVIE,"['drama', 'european']",2018,8.454,6.9
2641,Welcome to Sudden Death,MOVIE,['action'],2020,8.443,4.3
2642,Banana Split,MOVIE,['comedy'],2018,8.441,6.2
2643,Tallulah,MOVIE,"['drama', 'romance', 'comedy']",2016,8.44,6.7
2644,Vita & Virginia,MOVIE,"['drama', 'romance', 'european']",2019,8.439,5.7
2645,Turn Up Charlie,SHOW,"['drama', 'comedy', 'music']",2019,8.437,7.1
2646,Come Sunday,MOVIE,['drama'],2018,8.424,6
2647,Sleight,MOVIE,"['thriller', 'crime', 'drama', 'scifi', 'action']",2016,8.409,5.9
2648,Great News,SHOW,['comedy'],2017,8.409,7
2649,Popples,SHOW,['animation'],2015,8.408,6
2650,Christine,MOVIE,['drama'],2016,8.408,6.9
2651,I Don't Feel at Home in This World Anymore,MOVIE,"['drama', 'thriller', 'comedy', 'crime', 'european']",2017,8.397,6.9
2652,The Valhalla Murders,SHOW,"['thriller', 'crime', 'drama', 'scifi']",2019,8.396,7.1
2653,Dokidoki! PreCure,SHOW,"['action', 'animation', 'comedy', 'drama', 'fantasy', 'family']",2013,8.391,6.3
2654,The Mirror Has Two Faces,MOVIE,"['romance', 'comedy', 'drama']",1996,8.391,6.6
2655,Solo,MOVIE,"['thriller', 'drama', 'romance', 'sport', 'european']",2018,8.387,5
2656,Force 2,MOVIE,"['crime', 'action', 'thriller']",2016,8.386,6.2
2657,6 Years,MOVIE,"['romance', 'drama']",2015,8.384,5.6
2658,Yeh Ballet,MOVIE,['drama'],2020,8.378,7.5
2659,The Keepers,SHOW,"['crime', 'action', 'drama', 'documentation']",2017,8.375,7.6
2660,Highway,MOVIE,"['drama', 'crime', 'romance']",2014,8.364,7.6
2661,MFKZ,MOVIE,"['crime', 'scifi', 'thriller', 'animation', 'action', 'comedy', 'european']",2018,8.358,6.7
2662,So My Grandma's a Lesbian!,MOVIE,"['comedy', 'romance', 'european']",2019,8.357,4.3
2663,Mobile Suit Gundam: Char's Counterattack,MOVIE,"['scifi', 'animation', 'action', 'drama', 'war']",1988,8.356,7.3
2664,Traitors,SHOW,"['war', 'thriller']",2019,8.353,6.6
2665,Happy as Lazzaro,MOVIE,"['fantasy', 'drama', 'european']",2018,8.348,7.5
2666,The House,MOVIE,"['animation', 'drama', 'comedy', 'thriller']",2022,8.347,6.8
2667,Ares,MOVIE,"['scifi', 'thriller', 'drama', 'european']",2016,8.343,6.2
2668,Girlfriend's Day,MOVIE,"['drama', 'comedy']",2017,8.334,5.2
2669,Pottersville,MOVIE,['comedy'],2017,8.332,5.4
2670,Molang,SHOW,"['animation', 'comedy', 'family', 'european']",2015,8.324,8.4
2671,Reasonable Doubt: A Tale of Two Kidnappings,SHOW,"['crime', 'documentation']",2021,8.32,7.6
2672,Free Rein: The Twelve Neighs of Christmas,MOVIE,"['comedy', 'drama', 'family']",2018,8.311,6.7
2673,Lovesong,MOVIE,"['romance', 'drama']",2017,8.31,6.3
2674,Secret Superstar,MOVIE,"['drama', 'music']",2017,8.308,7.9
2675,Framing John DeLorean,MOVIE,"['drama', 'documentation']",2019,8.306,6.5
2676,The Incredible Jessica James,MOVIE,['comedy'],2017,8.304,6.5
2677,Free to Play,MOVIE,"['documentation', 'action']",2014,8.3,7.9
2678,Offspring,SHOW,"['drama', 'comedy']",2010,8.297,8.3
2679,Kabhi Alvida Naa Kehna,MOVIE,"['drama', 'romance']",2006,8.285,6
2680,Love and Fortune,SHOW,"['drama', 'romance']",2018,8.282,7.3
2681,A.I.C.O. -Incarnation-,SHOW,"['scifi', 'animation', 'action']",2018,8.277,6.3
2682,Kiss Me First,SHOW,"['scifi', 'thriller', 'drama']",2018,8.271,6.2
2683,The Last Days of American Crime,MOVIE,"['crime', 'thriller', 'action', 'drama', 'scifi']",2020,8.27,3.7
2684,Christmas with a Prince,MOVIE,"['romance', 'drama']",2018,8.263,5.2
2685,Nailed It! Holiday!,SHOW,['reality'],2018,8.263,7.7
2686,"Hello, Love, Goodbye",MOVIE,"['drama', 'romance']",2019,8.244,7.4
2687,The Meyerowitz Stories (New and Selected),MOVIE,"['drama', 'comedy']",2017,8.222,6.9
2688,Win It All,MOVIE,['comedy'],2017,8.219,6.2
2689,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,"['comedy', 'romance', 'scifi']",2020,8.216,7
2690,Gun City,MOVIE,"['drama', 'history', 'thriller', 'action', 'crime', 'european']",2018,8.216,6.3
2691,Lenox Hill,SHOW,['documentation'],2020,8.216,8.7
2692,Haider,MOVIE,"['drama', 'action', 'crime', 'thriller']",2014,8.213,8.1
2693,Undefeated,MOVIE,"['documentation', 'sport']",2011,8.21,7.7
2694,Ronnie Coleman: The King,MOVIE,['documentation'],2018,8.205,7
2695,Spycraft,SHOW,['documentation'],2021,8.201,6.7
2696,Waiting for the Hearse,MOVIE,['comedy'],1985,8.19,8
2697,Danger Mouse,SHOW,"['comedy', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'action', 'european']",2015,8.182,7.2
2698,Deadly Switch,MOVIE,['thriller'],2019,8.174,4.5
2699,MOTHER,MOVIE,['drama'],2020,8.172,
2700,Ajeeb Daastaans,MOVIE,"['drama', 'romance']",2021,8.167,6.7
2701,The Tribe,MOVIE,"['comedy', 'family', 'european']",2018,8.167,5.8
2702,Marilyn's Eyes,MOVIE,"['comedy', 'drama']",2021,8.163,6.6
2703,History 101,SHOW,"['documentation', 'history']",2020,8.161,6.8
2704,"To Each, Her Own",MOVIE,"['romance', 'comedy', 'drama', 'european']",2018,8.15,5.4
2705,Haters Back Off,SHOW,"['comedy', 'drama', 'family', 'romance']",2016,8.147,6.1
2706,Autumn Girl,MOVIE,"['drama', 'romance']",2021,8.145,5.4
2707,LEGO DC Comics Super Heroes: Batman Be-Leaguered,MOVIE,"['comedy', 'family', 'scifi', 'animation', 'action']",2014,8.144,6.5
2708,Jo Pil-ho: The Dawning Rage,MOVIE,"['drama', 'thriller', 'action', 'crime']",2019,8.14,6.3
2709,Dasvi,MOVIE,"['drama', 'comedy']",2022,8.133,8
2710,Pui Pui Molcar,SHOW,"['animation', 'comedy', 'family']",2021,8.131,8.1
2711,Te3n,MOVIE,"['thriller', 'drama']",2016,8.131,7.3
2712,Jab Harry Met Sejal,MOVIE,"['romance', 'comedy', 'drama']",2017,8.116,5
2713,Bully,MOVIE,"['drama', 'documentation']",2011,8.112,7.4
2714,Paranormal,SHOW,['scifi'],2020,8.112,
2715,Paddleton,MOVIE,"['drama', 'comedy']",2019,8.112,7.1
2716,Frontera Verde,SHOW,"['thriller', 'crime', 'drama', 'scifi']",2019,8.108,7.3
2717,Main Hoon Na,MOVIE,"['drama', 'romance', 'thriller', 'action', 'comedy']",2004,8.106,7
2718,Kevin Hart: What Now?,MOVIE,"['comedy', 'documentation']",2016,8.106,5.9
2719,The Confession Tapes,SHOW,"['documentation', 'crime']",2017,8.084,7.5
2720,The Princess Weiyoung,SHOW,"['drama', 'history', 'romance']",2016,8.08,7.9
2721,Septembers of Shiraz,MOVIE,"['drama', 'thriller', 'western']",2015,8.075,7.9
2722,Wedding Unplanned,MOVIE,"['comedy', 'romance', 'drama', 'european']",2017,8.067,5.7
2723,Life Sentence,SHOW,"['drama', 'comedy']",2018,8.064,6.4
2724,Worst Roommate Ever,SHOW,"['crime', 'documentation', 'drama', 'thriller']",2022,8.063,8.1
2725,Mighty Little Bheem,SHOW,"['comedy', 'family', 'fantasy', 'animation']",2019,8.062,6.4
2726,I Am Michael,MOVIE,"['drama', 'romance']",2015,8.06,5.6
2727,All Day and a Night,MOVIE,['drama'],2020,8.057,5.9
2728,Small Town Crime,MOVIE,"['thriller', 'crime']",2018,8.056,6.6
2729,A Twelve-Year Night,MOVIE,"['drama', 'crime', 'history', 'european']",2018,8.054,7.5
2730,RBG,MOVIE,['documentation'],2018,8.04,7.6
2731,Guilty,MOVIE,['thriller'],2020,8.036,
2732,See You Yesterday,MOVIE,"['drama', 'action', 'crime', 'scifi', 'thriller']",2019,8.034,5.2
2733,Midnight Diner: Tokyo Stories,SHOW,['drama'],2016,8.013,8.4
2734,Joan Didion: The Center Will Not Hold,MOVIE,['documentation'],2017,8.004,7.4
2735,The Edge of Democracy,MOVIE,"['documentation', 'history']",2019,8.001,7.2
2736,Maria,MOVIE,"['action', 'crime', 'drama', 'thriller']",2019,8.0,5
2737,"Ada Twist, Scientist",SHOW,"['animation', 'comedy', 'family', 'music']",2021,7.998,6.4
2738,Petta,MOVIE,"['drama', 'action']",2019,7.998,7.3
2739,Kodachrome,MOVIE,"['drama', 'comedy', 'european']",2017,7.996,6.8
2740,They'll Love Me When I'm Dead,MOVIE,['documentation'],2018,7.99,7.4
2741,The Game,SHOW,"['comedy', 'drama', 'sport', 'romance']",2006,7.989,6.6
2742,My Führer,MOVIE,"['drama', 'european', 'comedy', 'war']",2007,7.987,5.5
2743,Can You Hear Me?,SHOW,"['drama', 'comedy']",2019,7.985,7.6
2744,Toro,MOVIE,"['thriller', 'action', 'crime', 'drama', 'european']",2016,7.979,5.9
2745,Notes for My Son,MOVIE,['drama'],2020,7.967,6.4
2746,Mujeres arriba,MOVIE,"['comedy', 'romance']",2020,7.962,3.8
2747,Jodhaa Akbar,MOVIE,"['romance', 'history', 'war', 'action', 'drama']",2008,7.96,7.5
2748,The Queen and the Conqueror,SHOW,"['history', 'drama']",2020,7.958,6.6
2749,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,"['music', 'documentation', 'history']",2019,7.958,7.6
2750,El Camino Christmas,MOVIE,"['crime', 'comedy', 'western']",2017,7.955,5.7
2751,Nobody Speak: Trials of the Free Press,MOVIE,"['documentation', 'european']",2017,7.95,6.5
2752,The Berlin File,MOVIE,"['thriller', 'action']",2013,7.945,6.6
2753,Getaway Plan,MOVIE,"['thriller', 'crime', 'drama', 'action', 'european']",2017,7.942,5.6
2754,Jinxed,MOVIE,"['fantasy', 'comedy', 'family']",2013,7.932,6.4
2755,Amy Schumer: The Leather Special,MOVIE,['comedy'],2017,7.927,3
2756,Going for Gold,MOVIE,"['drama', 'family', 'sport']",2018,7.926,4.8
2757,JAPAN SINKS: People of Hope,SHOW,"['scifi', 'war', 'drama']",2021,7.92,6.7
2758,She's Gotta Have It,SHOW,['comedy'],2017,7.916,6.8
2759,A New York Christmas Wedding,MOVIE,"['drama', 'romance']",2020,7.913,5.3
2760,Chief of Staff,SHOW,['war'],2019,7.903,
2761,The Scary House,MOVIE,"['thriller', 'fantasy', 'drama', 'family', 'horror', 'european']",2020,7.903,5.4
2762,Law School,SHOW,"['crime', 'drama', 'thriller']",2021,7.902,8.1
2763,Holiday on Mars,MOVIE,"['comedy', 'scifi']",2020,7.9,2.7
2764,Connected,MOVIE,"['thriller', 'action', 'crime']",2008,7.895,6.6
2765,Croupier,MOVIE,"['thriller', 'european', 'crime', 'drama']",1998,7.89,7
2766,We the Animals,MOVIE,['drama'],2018,7.888,6.9
2767,The Alcàsser Murders,SHOW,"['documentation', 'crime']",2019,7.887,7.1
2768,Derren Brown: Sacrifice,MOVIE,"['documentation', 'reality']",2018,7.887,7.1
2769,Results,MOVIE,"['comedy', 'romance']",2015,7.885,5.4
2770,Calm with Horses,MOVIE,"['drama', 'crime']",2020,7.877,6.8
2771,Article 15,MOVIE,"['crime', 'drama', 'thriller']",2019,7.875,8.2
2772,Paris Is Us,MOVIE,"['drama', 'european']",2019,7.875,4.6
2773,Drishyam,MOVIE,"['thriller', 'crime', 'drama']",2015,7.871,8.2
2774,Jonas Brothers Family Roast,MOVIE,"['music', 'comedy']",2021,7.869,5.1
2775,Quién te cantará,MOVIE,"['thriller', 'drama', 'music', 'european']",2018,7.865,6.9
2776,On My Skin,MOVIE,"['drama', 'european']",2018,7.865,7.3
2777,The Boys in the Band,MOVIE,['drama'],2020,7.857,6.8
2778,The Letter for the King,SHOW,"['fantasy', 'action', 'family', 'scifi']",2020,7.854,5.9
2779,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,"['scifi', 'war', 'action', 'drama', 'animation']",2015,7.838,7.9
2780,Tamasha,MOVIE,"['drama', 'comedy', 'romance']",2015,7.836,7.4
2781,Greatest Events of WWII in Colour,SHOW,"['documentation', 'history', 'war']",2019,7.826,8.7
2782,Thanks for Sharing,MOVIE,"['drama', 'comedy', 'romance']",2013,7.824,6.4
2783,Manson Family Vacation,MOVIE,"['drama', 'comedy', 'thriller']",2015,7.823,5.8
2784,Udta Punjab,MOVIE,"['crime', 'action', 'drama']",2016,7.815,7.8
2785,The Lost Brother,MOVIE,"['thriller', 'crime', 'drama', 'european']",2017,7.812,6.5
2786,Oprah Winfrey Presents: When They See Us Now,MOVIE,['documentation'],2019,7.81,7.8
2787,Smoke & Mirrors,MOVIE,"['thriller', 'european']",2016,7.807,6.9
